Система нелінійних рівнянь:
  f₁(x₁,x₂) = x₁² + x₂² - 4 = 0
  f₂(x₁,x₂) = x₁·x₂ - 1 = 0

Цільова функція:
  Φ(x₁,x₂) = f₁² + f₂²

Параметри методу:
  X⁰ = (2.0, 1.0)
  ΔX = (0.1, 0.1)
  ε₁ = 1e-06
  ε₂ = 1e-06
  q = 2.0
  p = 2.0

ТРАЄКТОРІЯ СПУСКУ:
----------------------------------------------------------------------
№ кроку    x₁                   x₂                   Φ(X)                
8751       1.9318516526         0.5176380902         1.23e-32            
8752       1.9318516526         0.5176380902         1.23e-32            
8753       1.9318516526         0.5176380902         1.23e-32            
8754       1.9318516526         0.5176380902         1.23e-32            
8755       1.9318516526         0.5176380902         1.23e-32            
8756       1.9318516526         0.5176380902         1.23e-32            
8757       1.9318516526         0.5176380902         1.23e-32            
8758       1.9318516526         0.5176380902         1.23e-32            
8759       1.9318516526         0.5176380902         1.23e-32            
8760       1.9318516526         0.5176380902         1.23e-32            
8761       1.9318516526         0.5176380902         1.23e-32            
8762       1.9318516526         0.5176380902         1.23e-32            
8763       1.9318516526         0.5176380902         1.23e-32            
8764       1.9318516526         0.5176380902         1.23e-32            
8765       1.9318516526         0.5176380902         1.23e-32            
8766       1.9318516526         0.5176380902         1.23e-32            
8767       1.9318516526         0.5176380902         1.23e-32            
8768       1.9318516526         0.5176380902         1.23e-32            
8769       1.9318516526         0.5176380902         1.23e-32            
8770       1.9318516526         0.5176380902         1.23e-32            
8771       1.9318516526         0.5176380902         1.23e-32            
8772       1.9318516526         0.5176380902         1.23e-32            
8773       1.9318516526         0.5176380902         1.23e-32            
8774       1.9318516526         0.5176380902         1.23e-32            
8775       1.9318516526         0.5176380902         1.23e-32            
8776       1.9318516526         0.5176380902         1.23e-32            
8777       1.9318516526         0.5176380902         1.23e-32            
8778       1.9318516526         0.5176380902         1.23e-32            
8779       1.9318516526         0.5176380902         1.23e-32            
8780       1.9318516526         0.5176380902         1.23e-32            
8781       1.9318516526         0.5176380902         1.23e-32            
8782       1.9318516526         0.5176380902         1.23e-32            
8783       1.9318516526         0.5176380902         1.23e-32            
8784       1.9318516526         0.5176380902         1.23e-32            
8785       1.9318516526         0.5176380902         1.23e-32            
8786       1.9318516526         0.5176380902         1.23e-32            
8787       1.9318516526         0.5176380902         1.23e-32            
8788       1.9318516526         0.5176380902         1.23e-32            
8789       1.9318516526         0.5176380902         1.23e-32            
8790       1.9318516526         0.5176380902         1.23e-32            
8791       1.9318516526         0.5176380902         1.23e-32            
8792       1.9318516526         0.5176380902         1.23e-32            
8793       1.9318516526         0.5176380902         1.23e-32            
8794       1.9318516526         0.5176380902         1.23e-32            
8795       1.9318516526         0.5176380902         1.23e-32            
8796       1.9318516526         0.5176380902         1.23e-32            
8797       1.9318516526         0.5176380902         1.23e-32            
8798       1.9318516526         0.5176380902         1.23e-32            
8799       1.9318516526         0.5176380902         1.23e-32            
8800       1.9318516526         0.5176380902         1.23e-32            
8801       1.9318516526         0.5176380902         1.23e-32            
8802       1.9318516526         0.5176380902         1.23e-32            
8803       1.9318516526         0.5176380902         1.23e-32            
8804       1.9318516526         0.5176380902         1.23e-32            
8805       1.9318516526         0.5176380902         1.23e-32            
8806       1.9318516526         0.5176380902         1.23e-32            
8807       1.9318516526         0.5176380902         1.23e-32            
8808       1.9318516526         0.5176380902         1.23e-32            
8809       1.9318516526         0.5176380902         1.23e-32            
8810       1.9318516526         0.5176380902         1.23e-32            
